CustomerID,Churned,Recency,Frequency,Monetary,InvoiceNo_nunique,Quantity_sum,Quantity_mean,TotalPrice_sum,TotalPrice_mean,TotalPrice_std,StockCode_nunique,CustomerLifetime,AvgDaysBetweenPurchases,Country_United Kingdom,Country_Germany,Country_France,Country_Netherlands,Country_Belgium,Country_Spain,Country_Portugal,Country_Switzerland,Country_Austria,Country_Denmark
16409,0,19,5,2417.75,5,1461,3.5721271393643033,2417.75,5.911369193154035,5.5655641226265855,189,252,50.4,1,0,0,0,0,0,0,0,0,0
16412,0,154,2,194.04,2,106,2.864864864864865,194.04,5.2443243243243245,7.428116458033901,24,63,31.5,1,0,0,0,0,0,0,0,0,0
16414,0,138,2,232.57,2,99,9.0,232.57,21.14272727272727,7.746388953453203,10,101,50.5,1,0,0,0,0,0,0,0,0,0
16415,1,128,2,509.09000000000003,2,340,3.1481481481481484,509.09000000000003,4.713796296296296,4.946557136991229,78,92,46.0,1,0,0,0,0,0,0,0,0,0
16416,0,51,3,966.21,3,965,24.125,966.21,24.155250000000002,15.000093843723539,40,148,49.333333333333336,1,0,0,0,0,0,0,0,0,0
16417,1,37,1,35.7,1,6,6.0,35.7,35.7,0.0,1,0,0.0,1,0,0,0,0,0,0,0,0,0
16419,1,122,2,515.1899999999999,2,285,6.951219512195122,515.1899999999999,12.56560975609756,13.400439740691438,34,90,45.0,1,0,0,0,0,0,0,0,0,0
16421,0,14,1,310.6,1,50,2.6315789473684212,310.6,16.347368421052632,3.449495683116049,19,0,0.0,1,0,0,0,0,0,0,0,0,0
16422,0,5,37,17910.14,37,21108,112.27659574468085,17910.14,95.26670212765957,93.52794950029099,86,236,6.378378378378378,1,0,0,0,0,0,0,0,0,0
16428,0,42,2,421.31,2,347,4.283950617283951,421.31,5.201358024691358,6.910558000821355,75,0,0.0,1,0,0,0,0,0,0,0,0,0
16430,0,99,2,222.39,2,47,5.875,222.39,27.79875,18.722923640362826,7,127,63.5,1,0,0,0,0,0,0,0,0,0
16434,0,5,4,908.24,4,428,7.508771929824562,908.24,15.934035087719298,17.26984591912086,38,230,57.5,1,0,0,0,0,0,0,0,0,0
16435,1,57,3,1011.5699999999999,3,609,4.833333333333333,1011.5699999999999,8.028333333333332,9.122409308949033,119,2,0.6666666666666666,1,0,0,0,0,0,0,0,0,0
16440,1,38,1,216.3,1,90,3.6,216.3,8.652000000000001,4.329200272567673,25,0,0.0,1,0,0,0,0,0,0,0,0,0
16441,0,172,1,225.74,1,111,5.045454545454546,225.74,10.260909090909092,6.044429083356255,22,0,0.0,1,0,0,0,0,0,0,0,0,0
16442,1,149,2,282.68,2,137,1.8026315789473684,282.68,3.7194736842105263,2.6565280071235047,74,122,61.0,1,0,0,0,0,0,0,0,0,0
16443,1,65,1,162.24,1,96,96.0,162.24,162.24,0.0,1,0,0.0,1,0,0,0,0,0,0,0,0,0
16444,0,33,6,1062.77,6,592,5.05982905982906,1062.77,9.083504273504273,7.8685356956371555,97,136,22.666666666666668,1,0,0,0,0,0,0,0,0,0
16447,1,135,2,516.13,2,100,2.7027027027027026,516.13,13.94945945945946,4.514208399872284,27,69,34.5,1,0,0,0,0,0,0,0,0,0
16448,1,16,1,178.98000000000002,1,101,3.15625,178.98000000000002,5.593125000000001,4.407507113053014,31,0,0.0,1,0,0,0,0,0,0,0,0,0
16450,1,129,2,1193.81,2,481,15.03125,1193.81,37.3065625,28.376123835567324,27,71,35.5,1,0,0,0,0,0,0,0,0,0
16451,1,106,2,746.1800000000001,2,404,7.921568627450981,746.1800000000001,14.630980392156864,7.403175333571929,50,174,87.0,1,0,0,0,0,0,0,0,0,0
16452,1,175,2,332.17,2,199,11.055555555555555,332.17,18.45388888888889,16.65057361276142,14,63,31.5,1,0,0,0,0,0,0,0,0,0
16453,1,75,2,251.71,2,139,9.266666666666667,251.71,16.78066666666667,18.953971489851284,15,17,8.5,1,0,0,0,0,0,0,0,0,0
16454,1,151,2,24.05,2,6,3.0,24.05,12.025,14.81388706585817,2,4,2.0,1,0,0,0,0,0,0,0,0,0
16455,0,164,1,905.16,1,982,24.55,905.16,22.628999999999998,13.673027125301507,40,0,0.0,1,0,0,0,0,0,0,0,0,0
16456,0,16,7,3596.32,7,2047,7.470802919708029,3596.32,13.125255474452555,16.673726786558806,183,149,21.285714285714285,1,0,0,0,0,0,0,0,0,0
16458,0,10,7,1181.16,7,635,7.055555555555555,1181.16,13.124,9.657182784116841,41,96,13.714285714285714,1,0,0,0,0,0,0,0,0,0
16461,1,135,2,1463.8,2,990,4.194915254237288,1463.8,6.202542372881355,6.707034818906689,196,55,27.5,1,0,0,0,0,0,0,0,0,0
16466,0,21,6,1954.3,6,848,5.267080745341615,1954.3,12.138509316770186,17.833556088564475,107,166,27.666666666666668,1,0,0,0,0,0,0,0,0,0
16467,1,53,7,2869.16,7,7384,307.6666666666667,2869.16,119.54833333333333,58.999453178502584,14,228,32.57142857142857,1,0,0,0,0,0,0,0,0,0
16468,1,15,2,712.62,2,340,7.906976744186046,712.62,16.572558139534884,13.022749342706705,37,11,5.5,1,0,0,0,0,0,0,0,0,0
16469,1,59,1,178.48000000000002,1,72,3.130434782608696,178.48000000000002,7.760000000000001,8.372898379457814,23,0,0.0,1,0,0,0,0,0,0,0,0,0
16470,0,32,5,878.0,5,420,3.088235294117647,878.0,6.455882352941177,6.520039703422426,94,241,48.2,1,0,0,0,0,0,0,0,0,0
16471,0,113,2,663.23,2,369,11.181818181818182,663.23,20.097878787878788,16.69707192848041,29,84,42.0,1,0,0,0,0,0,0,0,0,0
16472,0,142,1,557.04,1,168,6.461538461538462,557.04,21.424615384615382,14.354801351678605,26,0,0.0,1,0,0,0,0,0,0,0,0,0
16477,0,29,1,515.03,1,421,12.382352941176471,515.03,15.147941176470587,5.965520008023768,34,0,0.0,1,0,0,0,0,0,0,0,0,0
16485,0,138,3,1339.0,3,591,7.986486486486487,1339.0,18.094594594594593,15.44666920599462,67,140,46.666666666666664,1,0,0,0,0,0,0,0,0,0
16486,1,82,1,134.36,1,24,3.4285714285714284,134.36,19.194285714285716,7.198487936464752,7,0,0.0,1,0,0,0,0,0,0,0,0,0
16487,1,122,2,209.4,2,163,4.6571428571428575,209.4,5.982857142857143,5.4525350668713894,28,81,40.5,1,0,0,0,0,0,0,0,0,0
16492,1,85,1,385.56,1,235,10.217391304347826,385.56,16.763478260869565,6.5624486898050565,23,0,0.0,1,0,0,0,0,0,0,0,0,0
16493,0,67,2,606.21,2,637,13.270833333333334,606.21,12.629375000000001,12.679255365451885,46,101,50.5,1,0,0,0,0,0,0,0,0,0
16496,0,54,2,453.0,2,484,16.689655172413794,453.0,15.620689655172415,5.404685091285207,29,0,0.0,1,0,0,0,0,0,0,0,0,0
16497,0,56,13,2696.86,13,1223,7.890322580645162,2696.86,17.39909677419355,5.678422175187826,116,224,17.23076923076923,1,0,0,0,0,0,0,0,0,0
16499,0,58,3,705.47,3,461,10.477272727272727,705.47,16.033409090909092,4.457819335067482,40,32,10.666666666666666,1,0,0,0,0,0,0,0,0,0
16500,0,88,1,147.54999999999998,1,77,7.0,147.54999999999998,13.413636363636362,4.101834401160713,11,0,0.0,1,0,0,0,0,0,0,0,0,0
16502,1,165,2,266.5,2,251,5.837209302325581,266.5,6.1976744186046515,6.085758487457692,41,0,0.0,1,0,0,0,0,0,0,0,0,0
16503,0,21,4,1199.86,4,464,6.27027027027027,1199.86,16.214324324324323,4.267089117561109,66,59,14.75,1,0,0,0,0,0,0,0,0,0
16507,1,117,1,152.76,1,116,2.697674418604651,152.76,3.5525581395348835,2.2210187420397185,37,0,0.0,1,0,0,0,0,0,0,0,0,0
16508,1,175,1,248.8,1,106,2.3555555555555556,248.8,5.528888888888889,3.133017150391371,42,0,0.0,1,0,0,0,0,0,0,0,0,0
16510,0,12,5,1603.8,5,892,8.495238095238095,1603.8,15.274285714285714,8.734008668279557,85,224,44.8,1,0,0,0,0,0,0,0,0,0
16515,0,85,1,704.59,1,295,9.516129032258064,704.59,22.728709677419356,19.268767949185797,29,0,0.0,1,0,0,0,0,0,0,0,0,0
16518,0,101,1,155.0,1,40,4.444444444444445,155.0,17.22222222222222,4.1152241062236765,9,0,0.0,1,0,0,0,0,0,0,0,0,0
16519,0,30,2,237.48,2,98,4.083333333333333,237.48,9.895,6.158266978128915,20,163,81.5,1,0,0,0,0,0,0,0,0,0
16520,0,134,2,648.38,2,281,2.4649122807017543,648.38,5.687543859649122,5.250326001071585,106,57,28.5,1,0,0,0,0,0,0,0,0,0
16523,0,15,4,1557.68,4,534,9.368421052631579,1557.68,27.327719298245615,13.032611022456576,43,214,53.5,1,0,0,0,0,0,0,0,0,0
16525,0,7,19,10017.85,19,6581,43.01307189542484,10017.85,65.47614379084968,55.32899038008183,79,274,14.421052631578947,1,0,0,0,0,0,0,0,0,0
16526,1,129,1,426.85,1,173,8.65,426.85,21.3425,18.10260692915744,20,0,0.0,1,0,0,0,0,0,0,0,0,0
16529,1,22,3,1556.75,3,553,5.585858585858586,1556.75,15.724747474747474,13.9411817160405,72,52,17.333333333333332,1,0,0,0,0,0,0,0,0,0
16532,0,165,1,861.5999999999999,1,240,240.0,861.5999999999999,861.5999999999999,0.0,1,0,0.0,1,0,0,0,0,0,0,0,0,0
16538,1,86,3,399.62,3,257,5.976744186046512,399.62,9.293488372093023,14.203679584248738,35,54,18.0,1,0,0,0,0,0,0,0,0,0
16539,0,14,4,1117.45,4,362,5.934426229508197,1117.45,18.318852459016394,11.386696052610498,45,62,15.5,1,0,0,0,0,0,0,0,0,0
16543,1,136,1,292.21,1,317,17.61111111111111,292.21,16.233888888888888,7.832261441055562,18,0,0.0,1,0,0,0,0,0,0,0,0,0
16544,1,64,4,376.70000000000005,4,150,13.636363636363637,376.70000000000005,34.24545454545455,38.61733713337479,8,142,35.5,1,0,0,0,0,0,0,0,0,0
16547,1,91,1,111.71,1,113,4.185185185185185,111.71,4.137407407407407,3.1734858201530147,25,0,0.0,1,0,0,0,0,0,0,0,0,0
16548,1,144,1,30.15,1,6,1.0,30.15,5.0249999999999995,4.214706395468135,6,0,0.0,1,0,0,0,0,0,0,0,0,0
16549,0,0,16,3624.9900000000002,16,2210,1.8189300411522633,3624.9900000000002,2.983530864197531,2.747857627770773,480,166,10.375,1,0,0,0,0,0,0,0,0,0
16550,0,17,11,5289.2,11,3005,7.12085308056872,5289.2,12.533649289099525,11.385058339635316,170,265,24.09090909090909,1,0,0,0,0,0,0,0,0,0
16551,0,162,3,961.44,3,796,18.09090909090909,961.44,21.85090909090909,17.194081975153182,37,108,36.0,1,0,0,0,0,0,0,0,0,0
16553,0,26,12,5110.47,12,6487,51.896,5110.47,40.88376,44.34914547425659,97,184,15.333333333333334,1,0,0,0,0,0,0,0,0,0
16554,0,85,3,1053.64,3,453,8.089285714285714,1053.64,18.815,7.271839582189015,44,184,61.333333333333336,1,0,0,0,0,0,0,0,0,0
16555,1,50,4,1629.79,4,1641,33.48979591836735,1629.79,33.26102040816326,25.556371208638794,46,0,0.0,1,0,0,0,0,0,0,0,0,0
16556,0,3,8,3904.31,8,1920,8.571428571428571,3904.31,17.429955357142855,20.427700319829018,149,274,34.25,1,0,0,0,0,0,0,0,0,0
16558,0,28,8,2575.64,8,1431,8.224137931034482,2575.64,14.802528735632183,11.588077061562828,120,252,31.5,1,0,0,0,0,0,0,0,0,0
16560,0,127,5,1874.8400000000001,5,862,7.495652173913044,1874.8400000000001,16.30295652173913,6.52532340717826,85,149,29.8,1,0,0,0,0,0,0,0,0,0
16562,1,21,1,223.85999999999999,1,264,7.764705882352941,223.85999999999999,6.584117647058823,4.587699045403293,34,0,0.0,1,0,0,0,0,0,0,0,0,0
16563,0,1,4,2023.6,4,1066,27.333333333333332,2023.6,51.88717948717949,51.56397446752907,26,281,70.25,1,0,0,0,0,0,0,0,0,0
16564,1,114,1,87.8,1,40,8.0,87.8,17.56,2.991947526277825,5,0,0.0,1,0,0,0,0,0,0,0,0,0
16565,0,31,2,392.35,2,105,15.0,392.35,56.050000000000004,69.06462553290216,7,68,34.0,1,0,0,0,0,0,0,0,0,0
16569,1,176,4,1331.03,4,895,29.833333333333332,1331.03,44.367666666666665,36.8016209990935,23,92,23.0,1,0,0,0,0,0,0,0,0,0
16570,0,16,5,1960.23,5,1194,17.057142857142857,1960.23,28.003285714285713,36.37536065746514,47,148,29.6,1,0,0,0,0,0,0,0,0,0
16571,0,35,5,1459.33,5,1473,15.670212765957446,1459.33,15.524787234042552,6.569575153400664,63,141,28.2,1,0,0,0,0,0,0,0,0,0
16576,0,66,1,227.4,1,140,10.0,227.4,16.242857142857144,3.833498961225147,14,0,0.0,1,0,0,0,0,0,0,0,0,0
16578,1,171,1,156.6,1,108,12.0,156.6,17.4,7.846018098373214,9,0,0.0,1,0,0,0,0,0,0,0,0,0
16584,0,44,2,1438.3600000000001,2,752,18.8,1438.3600000000001,35.959,36.18095127096294,39,162,81.0,1,0,0,0,0,0,0,0,0,0
16585,1,138,2,341.59,2,151,8.38888888888889,341.59,18.97722222222222,8.933147002007587,16,101,50.5,1,0,0,0,0,0,0,0,0,0
16588,0,50,2,823.05,2,487,12.175,823.05,20.576249999999998,14.483341392255287,39,69,34.5,1,0,0,0,0,0,0,0,0,0
16592,0,28,9,2534.86,9,1662,11.462068965517242,2534.86,17.481793103448275,7.003571377535169,85,237,26.333333333333332,1,0,0,0,0,0,0,0,0,0
16595,0,151,2,741.35,2,604,2.876190476190476,741.35,3.5302380952380954,2.9849828993725565,177,85,42.5,1,0,0,0,0,0,0,0,0,0
16600,0,3,3,604.9,3,796,20.41025641025641,604.9,15.51025641025641,5.8434436887036,35,262,87.33333333333333,1,0,0,0,0,0,0,0,0,0
16601,0,168,1,67.25,1,45,22.5,67.25,33.625,3.7123106012293743,2,0,0.0,1,0,0,0,0,0,0,0,0,0
16604,1,107,2,432.45,2,175,14.583333333333334,432.45,36.0375,28.93481015379855,10,5,2.5,1,0,0,0,0,0,0,0,0,0
16607,0,8,7,1599.36,7,930,11.071428571428571,1599.36,19.04,9.55770653540207,70,125,17.857142857142858,1,0,0,0,0,0,0,0,0,0
16611,0,40,4,1326.74,4,711,8.777777777777779,1326.74,16.379506172839505,6.506804688407854,64,143,35.75,1,0,0,0,0,0,0,0,0,0
16612,0,44,3,1161.62,3,558,9.620689655172415,1161.62,20.027931034482755,9.24241476736477,47,236,78.66666666666667,1,0,0,0,0,0,0,0,0,0
16614,0,123,1,293.15,1,47,4.7,293.15,29.314999999999998,23.599958215593897,10,0,0.0,1,0,0,0,0,0,0,0,0,0
16615,1,171,1,291.5,1,211,11.105263157894736,291.5,15.342105263157896,5.774527954682981,19,0,0.0,1,0,0,0,0,0,0,0,0,0
16619,0,143,2,1364.92,2,804,9.686746987951807,1364.92,16.444819277108433,5.6389761571660575,81,57,28.5,1,0,0,0,0,0,0,0,0,0
16620,0,107,3,1311.47,3,845,12.246376811594203,1311.47,19.006811594202897,11.024629044413349,58,176,58.666666666666664,1,0,0,0,0,0,0,0,0,0
16622,1,88,1,225.4,1,44,3.6666666666666665,225.4,18.783333333333335,6.643258145509535,12,0,0.0,1,0,0,0,0,0,0,0,0,0
16623,0,81,2,575.54,2,244,8.133333333333333,575.54,19.184666666666665,12.221584279415275,30,55,27.5,1,0,0,0,0,0,0,0,0,0
16625,0,25,2,580.5,2,417,12.636363636363637,580.5,17.59090909090909,5.647059170287422,31,63,31.5,1,0,0,0,0,0,0,0,0,0
16631,1,26,7,1892.52,7,775,9.6875,1892.52,23.6565,13.345582031025677,46,170,24.285714285714285,1,0,0,0,0,0,0,0,0,0
16632,1,30,2,406.4,2,256,9.481481481481481,406.4,15.05185185185185,4.633105817447893,22,95,47.5,1,0,0,0,0,0,0,0,0,0
16634,0,165,2,619.2,2,270,7.297297297297297,619.2,16.735135135135135,4.164569886836136,36,67,33.5,1,0,0,0,0,0,0,0,0,0
16636,0,127,3,2506.79,3,1557,33.12765957446808,2506.79,53.33595744680851,39.966835744019754,40,63,21.0,1,0,0,0,0,0,0,0,0,0
16638,0,1,3,314.27,3,145,7.631578947368421,314.27,16.540526315789474,6.024241283426127,19,22,7.333333333333333,1,0,0,0,0,0,0,0,0,0
16647,0,89,1,144.13,1,65,8.125,144.13,18.01625,6.86336847223827,8,0,0.0,1,0,0,0,0,0,0,0,0,0
16648,1,0,2,382.14,2,222,12.333333333333334,382.14,21.23,8.287053687742672,18,134,67.0,1,0,0,0,0,0,0,0,0,0
16649,1,65,1,306.58000000000004,1,82,4.1,306.58000000000004,15.329000000000002,7.5496273173964665,20,0,0.0,1,0,0,0,0,0,0,0,0,0
16650,0,29,4,1032.18,4,740,13.703703703703704,1032.18,19.114444444444445,10.903612810763414,43,34,8.5,1,0,0,0,0,0,0,0,0,0
16651,1,131,1,136.2,1,60,10.0,136.2,22.7,8.437772217830958,6,0,0.0,1,0,0,0,0,0,0,0,0,0
16652,0,15,5,8684.74,5,3586,31.45614035087719,8684.74,76.18192982456141,36.25806529446499,66,162,32.4,1,0,0,0,0,0,0,0,0,0
16654,0,16,3,727.8,3,296,8.0,727.8,19.67027027027027,12.428403063254054,34,141,47.0,1,0,0,0,0,0,0,0,0,0
16655,0,39,5,1658.5,5,1179,4.587548638132295,1658.5,6.453307392996109,5.452534491206515,194,182,36.4,1,0,0,0,0,0,0,0,0,0
16656,0,10,10,7086.84,10,5598,98.21052631578948,7086.84,124.33052631578947,192.14135407132142,16,270,27.0,1,0,0,0,0,0,0,0,0,0
16658,0,10,4,462.59,4,197,4.020408163265306,462.59,9.44061224489796,9.58692477808605,40,154,38.5,1,0,0,0,0,0,0,0,0,0
16660,0,3,2,344.94,2,194,38.8,344.94,68.988,56.95151200802311,3,236,118.0,1,0,0,0,0,0,0,0,0,0
16661,1,85,4,986.63,4,385,5.923076923076923,986.63,15.178923076923077,30.151813799249545,50,181,45.25,1,0,0,0,0,0,0,0,0,0
16664,1,114,1,109.2,1,24,3.0,109.2,13.65,6.172172574200619,8,0,0.0,1,0,0,0,0,0,0,0,0,0
16666,1,166,1,106.96000000000001,1,134,7.444444444444445,106.96000000000001,5.942222222222223,3.6369064998826803,15,0,0.0,1,0,0,0,0,0,0,0,0,0
16668,0,37,4,409.0,4,385,14.807692307692308,409.0,15.73076923076923,4.683418343967939,21,138,34.5,1,0,0,0,0,0,0,0,0,0
16670,0,10,6,2826.7200000000003,6,1505,8.6,2826.7200000000003,16.152685714285717,6.88278321716222,127,264,44.0,1,0,0,0,0,0,0,0,0,0
16675,0,23,1,307.06,1,180,9.473684210526315,307.06,16.161052631578947,14.300467705924417,18,0,0.0,1,0,0,0,0,0,0,0,0,0
16679,0,92,1,187.15,1,31,5.166666666666667,187.15,31.191666666666666,28.926448393583797,6,0,0.0,1,0,0,0,0,0,0,0,0,0
16680,1,73,2,637.75,2,283,14.894736842105264,637.75,33.56578947368421,29.299175436973474,16,6,3.0,1,0,0,0,0,0,0,0,0,0
16683,1,78,1,320.25,1,190,10.555555555555555,320.25,17.791666666666668,5.55777806851115,18,0,0.0,1,0,0,0,0,0,0,0,0,0
16684,0,22,18,38634.92,18,30135,186.0185185185185,38634.92,238.48716049382716,144.81520738950726,67,255,14.166666666666666,1,0,0,0,0,0,0,0,0,0
16686,0,72,5,1206.55,5,866,2.986206896551724,1206.55,4.16051724137931,3.7748006305949136,187,205,41.0,1,0,0,0,0,0,0,0,0,0
16691,0,106,1,35.879999999999995,1,55,13.75,35.879999999999995,8.969999999999999,4.942995043493367,4,0,0.0,1,0,0,0,0,0,0,0,0,0
16693,0,61,2,453.35,2,314,3.876543209876543,453.35,5.596913580246913,7.897136766255112,66,139,69.5,1,0,0,0,0,0,0,0,0,0
16695,1,106,2,193.15,2,185,5.138888888888889,193.15,5.365277777777778,4.132567853464969,30,0,0.0,1,0,0,0,0,0,0,0,0,0
16699,0,49,5,567.96,5,458,8.641509433962264,567.96,10.71622641509434,8.8046113849538,45,231,46.2,1,0,0,0,0,0,0,0,0,0
16700,0,21,8,2884.48,8,2085,12.410714285714286,2884.48,17.16952380952381,9.364018586230063,110,261,32.625,1,0,0,0,0,0,0,0,0,0
16701,0,16,11,3793.81,11,3520,30.87719298245614,3793.81,33.2790350877193,24.525366098114528,87,266,24.181818181818183,1,0,0,0,0,0,0,0,0,0
16702,0,110,3,794.92,3,520,7.123287671232877,794.92,10.88931506849315,8.499941393387354,69,166,55.333333333333336,1,0,0,0,0,0,0,0,0,0
16704,1,163,2,695.66,2,455,7.844827586206897,695.66,11.994137931034482,9.378938524176943,50,53,26.5,1,0,0,0,0,0,0,0,0,0
16705,0,4,16,16606.571,16,7732,28.32234432234432,16606.571,60.8299304029304,44.35113840387193,188,271,16.9375,1,0,0,0,0,0,0,0,0,0
16707,0,93,3,355.58,3,261,5.4375,355.58,7.407916666666666,6.253108489394842,46,92,30.666666666666668,1,0,0,0,0,0,0,0,0,0
16709,0,89,5,3544.19,5,1380,11.89655172413793,3544.19,30.55336206896552,28.62303392736166,96,186,37.2,1,0,0,0,0,0,0,0,0,0
16710,0,82,8,2321.82,8,1760,5.131195335276968,2321.82,6.769154518950438,6.4246310688467485,254,197,24.625,1,0,0,0,0,0,0,0,0,0
16711,0,170,3,895.65,3,303,37.875,895.65,111.95625,93.7666407231271,8,111,37.0,1,0,0,0,0,0,0,0,0,0
16713,0,2,14,6151.47,14,3664,6.625678119349005,6151.47,11.12381555153707,21.972610892584683,302,267,19.071428571428573,1,0,0,0,0,0,0,0,0,0
16715,1,107,1,323.8,1,532,59.111111111111114,323.8,35.97777777777778,27.242256596039258,9,0,0.0,1,0,0,0,0,0,0,0,0,0
16716,1,175,1,1248.48,1,792,132.0,1248.48,208.08,73.23076074983791,6,0,0.0,1,0,0,0,0,0,0,0,0,0
16717,0,114,3,1127.38,3,514,8.290322580645162,1127.38,18.183548387096774,15.272982906906874,56,162,54.0,1,0,0,0,0,0,0,0,0,0
16718,0,134,4,2400.03,4,1517,11.406015037593985,2400.03,18.045338345864664,15.56005436175322,82,144,36.0,1,0,0,0,0,0,0,0,0,0
16719,0,7,5,1303.16,5,898,6.1931034482758625,1303.16,8.987310344827586,11.863769265614508,111,263,52.6,1,0,0,0,0,0,0,0,0,0
16722,0,37,7,2278.35,7,2177,17.99173553719008,2278.35,18.829338842975204,13.098106843836705,76,243,34.714285714285715,1,0,0,0,0,0,0,0,0,0
16725,0,19,2,494.04,2,247,1.9448818897637796,494.04,3.8900787401574806,2.711072093934923,107,251,125.5,1,0,0,0,0,0,0,0,0,0
16727,0,166,2,848.44,2,709,8.056818181818182,848.44,9.641363636363637,14.887439601531126,79,67,33.5,1,0,0,0,0,0,0,0,0,0
16732,0,156,2,1472.88,2,877,10.695121951219512,1472.88,17.961951219512198,12.048162960121367,78,119,59.5,1,0,0,0,0,0,0,0,0,0
16733,1,74,1,259.68,1,112,9.333333333333334,259.68,21.64,15.941535799174549,12,0,0.0,1,0,0,0,0,0,0,0,0,0
16735,0,7,7,2777.07,7,1815,14.87704918032787,2777.07,22.762868852459018,11.524594360442403,85,269,38.42857142857143,1,0,0,0,0,0,0,0,0,0
16736,1,50,5,2956.56,5,1050,7.3426573426573425,2956.56,20.675244755244755,16.78998208322945,116,230,46.0,1,0,0,0,0,0,0,0,0,0
16737,1,122,1,417.59999999999997,1,288,288.0,417.59999999999997,417.59999999999997,0.0,1,0,0.0,1,0,0,0,0,0,0,0,0,0
16739,1,81,1,463.43,1,219,8.76,463.43,18.5372,5.51425540455524,25,0,0.0,1,0,0,0,0,0,0,0,0,0
16741,1,170,1,173.06,1,81,7.363636363636363,173.06,15.732727272727272,8.472176923210577,11,0,0.0,1,0,0,0,0,0,0,0,0,0
16742,1,37,13,2387.71,13,2599,24.064814814814813,2387.71,22.108425925925925,25.866045153669273,50,230,17.692307692307693,1,0,0,0,0,0,0,0,0,0
16743,1,1,7,2015.17,7,1691,9.190217391304348,2015.17,10.952010869565218,10.761822259203083,71,139,19.857142857142858,1,0,0,0,0,0,0,0,0,0
16746,0,8,18,7691.27,18,4934,17.94181818181818,7691.27,27.968254545454545,37.01199925582341,127,271,15.055555555555555,1,0,0,0,0,0,0,0,0,0
16748,0,80,5,885.85,5,493,13.324324324324325,885.85,23.941891891891892,9.968279645911782,20,194,38.8,1,0,0,0,0,0,0,0,0,0
16749,1,136,2,4387.08,2,2078,26.98701298701299,4387.08,56.975064935064935,71.30583547433616,53,132,66.0,1,0,0,0,0,0,0,0,0,0
16754,0,7,26,50926.81,26,43241,337.8203125,50926.81,397.865703125,365.9069939693995,37,179,6.884615384615385,1,0,0,0,0,0,0,0,0,0
16755,1,12,4,1403.75,4,935,5.880503144654088,1403.75,8.828616352201259,7.613982846202278,125,263,65.75,1,0,0,0,0,0,0,0,0,0
16756,0,26,4,754.87,4,437,9.5,754.87,16.410217391304347,6.756964962706732,38,158,39.5,1,0,0,0,0,0,0,0,0,0
16767,0,38,3,1743.54,3,1714,19.930232558139537,1743.54,20.273720930232557,26.58676265258208,69,96,32.0,1,0,0,0,0,0,0,0,0,0
16768,0,2,5,1005.53,5,446,4.8478260869565215,1005.53,10.929673913043478,18.249003974089785,62,275,55.0,1,0,0,0,0,0,0,0,0,0
16769,1,23,3,761.36,3,218,3.6333333333333333,761.36,12.689333333333334,6.441558361475413,54,247,82.33333333333333,1,0,0,0,0,0,0,0,0,0
16770,0,19,1,174.46,1,225,4.326923076923077,174.46,3.355,2.2219541831812966,49,0,0.0,1,0,0,0,0,0,0,0,0,0
16771,1,2,5,1720.79,5,825,5.254777070063694,1720.79,10.96044585987261,11.88153179841967,138,273,54.6,1,0,0,0,0,0,0,0,0,0
